County,State,StateCode,LBW,LBWind,InfantMort,InfantMortInd
21,177,Muhlenberg,Kentucky,KY,35,8.5,4,6.7,9.8,7.3,9.7,1.9,4,1.2,2.3,1.3,2.5,15.9,4,11.3,15.9,14.2,17.5,5,3,4,7.4,4.1,6,1,3,0.8,1.6,0.5,1.4,29.7,3,32.3,49.9,27.7,31.7,19.3,3,14.2,30.6,17.6,21.1,5.7,3,5.5,11.7,2.8,10.2,5.9,3,4.9,11.6,2.9,10.6,-1111.1,-1,0,42.6,-1111.1,-1111.1,-1111.1,-1,0,23.3,-1111.1,-1111.1,4.1,3,2.2,8,1.8,8.2,1.6,3,1.7,4.6,0.3,4.5,22.7,3,18.3,33.8,14,34.9,18.8,3,17.1,28.5,13.2,26,234.1,4,173.3,284.1,212.3,255.8,6.3,3,2.2,10.2,3,11.6,85.1,4,56.9,87,72,98.2,33.9,4,21.1,37.3,25.5,44.3,80.6,4,46.7,85.9,68,93.2,13.1,3,10.7,19.3,8.1,20.1,31.9,4,18.1,35,24,41.5,1929,1950,1999-2003
21,179,Nelson,Kentucky,KY,29,7.7,4,6,8.1,6.7,8.7,1,3,0.8,1.5,0.6,1.4,12.6,4,8.9,13.1,11.3,13.8,3.8,3,2.2,5.9,3.1,4.5,1.1,3,1,2.6,0.7,1.6,34,4,25.9,39.8,32.2,35.8,17.4,4,11.3,26,16,18.9,3.3,3,3.7,9,1.5,6.3,2.8,3,3.5,9.1,1.1,5.8,-1111.1,-1,0,76.9,-1111.1,-1111.1,-1111.1,-1,0,14.1,-1111.1,-1111.1,1.1,3,2.2,6.1,0.2,3.3,2.2,3,0.7,4.2,0.8,4.8,16.4,3,17.3,31,9.4,26.7,29.2,4,16.1,29.2,21.4,38.9,163.7,3,158.5,240.8,143.7,183.6,-1111.1,-1,0.7,6.7,-1111.1,-1111.1,69.4,4,44.7,73.8,56.8,82,29.9,4,15.8,31.6,22.5,38.8,76.4,4,49.1,82.4,62.3,90.5,16,4,6.7,14.5,10.8,23,21.9,3,16.4,27.9,15.5,30.2,2697,1549,1999-2003
21,181,Nicholas,Kentucky,KY,72,11.1,4,6.8,10,9.1,13.2,2.7,4,0.9,1.8,1.6,3.7,14,4,10.9,14.5,11.7,16.2,6.3,4,5.1,8.2,4.8,7.9,0.7,3,0.6,1.7,0.2,1.3,29.6,4,24.2,42.3,26.6,32.5,17.7,3,12,24.4,15.2,20.2,3.6,3,3.6,13.1,0.7,10.4,3.6,3,3.6,11.1,0.7,10.6,-1111.1,-1,0,16.5,-1111.1,-1111.1,-1111.1,-1,0,27,-1111.1,-1111.1,1.2,3,1.8,8.3,0,6.6,2.4,3,1.7,5.3,0.3,8.6,26.3,3,19.3,35.7,12.9,47.6,23.4,4,18.5,26.4,14.1,36.6,200.9,3,201.7,302.4,170.2,231.5,-1111.1,-1,3.6,11.3,-1111.1,-1111.1,74.8,3,63.2,89.9,57.1,96.4,34.5,4,27.5,48.2,22.1,51.5,54.4,3,47.5,80.9,39.8,72.5,-1111.1,-1,10.2,20.6,-1111.1,-1111.1,30.2,4,21.3,39.6,19.1,45.5,934,820,1994-2003
21,183,Ohio,Kentucky,KY,72,9.2,4,6.8,10,8.1,10.3,1.3,3,0.9,1.8,0.9,1.7,14.5,4,10.9,14.5,13.2,15.8,6.6,4,5.1,8.2,5.7,7.5,0.6,3,0.6,1.7,0.3,0.9,24.5,3,24.2,42.3,23,26.1,10.7,3,12,24.4,9.6,11.9,6.7,3,3.6,13.1,3.9,10.7,6.9,3,3.6,11.1,4,11,-1111.1,-1,0,16.5,-1111.1,-1111.1,-1111.1,-1,0,27,-1111.1,-1111.1,2.8,3,1.8,8.3,1.1,5.7,3.9,4,1.7,5.3,1.9,7.2,40.3,4,19.3,35.7,30.2,52.6,24.3,4,18.5,26.4,18.7,31.1,268.6,4,201.7,302.4,248.6,288.6,5.1,3,3.6,11.3,2.5,9.1,90.4,4,63.2,89.9,78.8,102.1,27,3,27.5,48.2,20.6,34.8,47.5,3,47.5,80.9,39,55.9,14.2,3,10.2,20.6,9.7,20,31.9,4,21.3,39.6,25.1,39.9,2820,2650,1994-2003
21,185,Oldham,Kentucky,KY,48,7.8,4,5.5,7.6,6.8,8.9,1.2,4,0.8,1.3,0.8,1.6,12.6,4,9.6,12.2,11.3,13.8,1.3,3,1.8,4,0.8,1.7,3.1,4,1.2,2.5,2.4,3.7,17.9,3,16.7,34.7,16.5,19.4,5.6,3,7.6,19.3,4.8,6.5,5.9,4,3.6,7.4,3.4,9.6,5.1,3,3.6,7.3,2.7,8.8,-1111.1,-1,0,38.5,-1111.1,-1111.1,-1111.1,-1,0,14.9,-1111.1,-1111.1,3.3,3,2.5,5.4,1.5,6.3,2.6,4,0.8,2.7,1,5.3,32.5,4,22.1,33,21.6,47,24.7,4,16.2,26.1,17,34.7,183.1,4,142.5,217.4,159.7,206.4,-1111.1,-1,0.4,3.9,-1111.1,-1111.1,55.3,3,42.1,72.4,44.3,68.3,14.1,3,14.8,29.2,9.2,20.6,87.7,4,50.9,75.1,70.7,104.6,8.8,3,6.6,13.9,5.3,13.6,20.7,4,16,25.9,14,29.5,2717,1285,1999-2003
21,187,Owen,Kentucky,KY,63,8.5,4,6,9.3,6.9,10,1.1,3,0.9,2,0.5,1.6,13.2,4,9.6,14,11.3,15.1,5.2,3,4,6.9,3.9,6.4,1.8,4,0.7,2.2,1.1,2.6,27.1,3,22.5,39.9,24.6,29.6,15.7,4,11,22.4,13.7,17.8,9.9,4,4.3,11.1,5,17.8,10.3,4,3.5,10.3,5.2,18.5,-1111.1,-1,0,28.6,-1111.1,-1111.1,-1111.1,-1,0,7.6,-1111.1,-1111.1,5.4,4,2.1,9.5,2,11.8,4.5,4,1.1,4.5,1.5,10.5,28.5,4,19.2,34.2,16.6,45.7,21.8,3,16.6,28.2,14.1,32.1,231.6,4,168.5,282.9,203.7,259.5,-1111.1,-1,2,8.4,-1111.1,-1111.1,71.4,4,52.4,82.3,56.8,88.5,26.9,3,22,39.2,17.7,39.2,50.9,3,52.7,86,38.7,65.9,11.6,3,9.8,17.3,6,20.3,28.7,4,18,31.9,19.4,40.8,1216,1071,1994-2003
21,189,Owsley,Kentucky,KY,72,9.6,4,6.8,10,7.3,11.9,1.1,3,0.9,1.8,0.3,1.9,12.2,3,10.9,14.5,9.6,14.7,10,4,5.1,8.2,7.6,12.3,1.4,4,0.6,1.7,0.5,2.3,29.1,3,24.2,42.3,25.5,32.6,24.4,4,12,24.4,21,27.8,3.6,3,3.6,13.1,0.4,13,3.6,3,3.6,11.1,0.4,13.1,-1111.1,-1,0,16.5,-1111.1,-1111.1,-1111.1,-1,0,27,-1111.1,-1111.1,1.8,3,1.8,8.3,0,10,1.8,3,1.7,5.3,0,10,-1111.1,-1,19.3,35.7,-1111.1,-1111.1,20.7,3,18.5,26.4,10.7,36.2,254.6,4,201.7,302.4,212.6,296.5,-1111.1,-1,3.6,11.3,-1111.1,-1111.1,104.8,4,63.2,89.9,79.7,135.3,54.5,4,27.5,48.2,35.9,79.5,71.5,4,47.5,80.9,51.3,97.2,29.3,4,10.2,20.6,16,49.2,39.6,4,21.3,39.6,24.1,61.4,633,706,1994-2003
21,191,Pendleton,Kentucky,KY,42,7.6,3,5.1,10.3,6.4,8.8,1.9,4,1,2.1,1.3,2.5,11.8,3,8.7,14.7,10.4,13.3,5.4,3,4.4,9.7,4.3,6.4,1,3,0.7,1.8,0.6,1.5,30.3,3,23.1,43.8,28.2,32.4,10.3,3,14.4,32.6,8.9,11.7,9,4,4.3,11.9,5,14.9,9.1,4,3.3,10.3,5.1,15,-1111.1,-1,0,22.7,-1111.1,-1111.1,-1111.1,-1,0,11.4,-1111.1,-1111.1,7.2,4,2.4,8.9,3.7,12.6,1.8,3,1.1,4.4,0.4,5.3,25.5,3,18.9,33,15.1,40.4,30.3,4,14.5,27,21.3,41.8,214.1,4,151.9,268.3,187.6,240.6,-1111.1,-1,1.7,9.7,-1111.1,-1111.1,76.1,4,33.4,82.1,61.6,93,29,3,21.5,43.3,20.8,39.4,45,3,49,87.9,33.4,59.2,16.7,4,8.5,21.6,10.6,25.2,42.4,4,20.4,38.1,31.8,55.5,1846,1221,1994-2003
21,193,Perry,Kentucky,KY,53,9.8,4,8.8,12.8,8.5,11.1,1.6,3,1.2,2.7,1.1,2.1,15.6,4,13,17.3,14.1,17.2,5,3,5,8.8,4.1,6,1,3,0.6,1.2,0.6,1.4,33,3,28.9,60.5,31,35.1,14.4,3,12.2,26.4,12.9,16,6.3,3,6.3,13.6,3.3,10.8,6.4,3,2.5,10.3,3.4,11,-1111.1,-1,0,20.9,-1111.1,-1111.1,-1111.1,-1,0,10.5,-1111.1,-1111.1,4.4,3,3.3,9.5,2,8.3,1.9,3,1.9,4.7,0.5,5,24.7,3,22,34.9,15.1,38.1,31.5,4,17.8,31,22.7,42.6,412.9,4,106.5,291.1,377.8,447.9,-1111.1,-1,4.4,12.8,-1111.1,-1111.1,126,4,56.2,107.9,107.5,144.4,41.5,4,17.3,36.3,31.8,53.2,32.3,3,56.9,99.2,23.1,44,11,3,7.7,15.5,6.3,17.9,47.9,4,21.1,47.9,37.2,60.5,2067,1697,1999-2003
21,195,Pike,Kentucky,KY,8,8.4,3,7.4,11.6,7.5,9.3,1.5,3,1.2,2.6,1.1,1.9,12.6,3,11.9,17,11.6,13.7,4.3,3,4.3,8.5,3.6,4.9,0.7,3,0.8,1.8,0.5,1,24.4,3,33.4,57.4,23.1,25.8,9.3,3,10.7,32.2,8.4,10.3,7.5,3,6.6,11.7,5,10.8,7.6,3,4.8,9.4,5.1,10.9,-1111.1,-1,0,19.6,-1111.1,-1111.1,-1111.1,-1,0,11.5,-1111.1,-1111.1,4.4,3,3.6,8.9,2.6,7.1,3.1,3,2.3,4.9,1.6,5.4,32.6,4,20.4,33.3,25.1,41.7,26.8,4,16.6,27.4,21.5,33,291.6,4,154.1,257.6,272.5,310.7,4.8,3,3.7,14.2,2.8,7.7,92,4,54.7,81.2,81.9,102.2,36.2,4,17,36.3,29.9,42.5,69.5,4,53.3,86.5,59.9,79.1,12,4,7.7,18.2,8.6,16.2,42.2,4,18.7,37.4,35.1,49.2,3854,3915,1999-2003
21,197,Powell,Kentucky,KY,69,7.7,3,7.2,11.4,6.5,8.9,1.6,3,1.1,2.3,1,2.1,13.7,3,11.4,16.4,12.2,15.3,7.3,3,6.2,9.5,6.1,8.5,0.4,3,0.6,1.3,0.1,0.7,32.5,3,24.8,55.7,30.4,34.6,19,3,14.7,27,17.2,20.8,10,3,5.3,13.1,5.8,15.9,10,4,3.4,12,5.9,16.1,-1111.1,-1,0,20.4,-1111.1,-1111.1,-1111.1,-1,0,23.3,-1111.1,-1111.1,8.8,4,3.6,8.7,4.9,14.5,1.2,3,1.2,6.1,0.1,4.2,34,4,20.3,34.8,21,52.1,23.8,4,16.5,27,15.6,34.8,230.8,4,177.9,292.4,201.4,260.3,9.3,4,5.8,14.4,4.8,16.3,99.2,4,58.7,95.7,80.5,117.8,32.4,4,24,43.5,23.3,43.9,74.9,4,57.1,100.9,58.5,94.4,10.1,3,8.1,17,5.4,17.3,38.9,4,18.7,38.2,28.3,52.1,1864,1235,1994-2003
21,199,Pulaski,Kentucky,KY,8,7.9,3,7.4,11.6,7,8.8,1.5,3,1.2,2.6,1.1,1.9,12.9,3,11.9,17,11.8,14,5.7,3,4.3,8.5,4.9,6.4,1.1,3,0.8,1.8,0.8,1.4,28.1,3,33.4,57.4,26.7,29.6,6,3,10.7,32.2,5.3,6.8,5.4,3,6.6,11.7,3.3,8.4,5.3,3,4.8,9.4,3.2,8.3,-1111.1,-1,0,19.6,-1111.1,-1111.1,-1111.1,-1,0,11.5,-1111.1,-1111.1,2.7,3,3.6,8.9,1.3,5,2.7,3,2.3,4.9,1.3,5,29.7,4,20.4,33.3,22.2,39,27.5,4,16.6,27.4,22.1,33.9,182.2,3,154.1,257.6,167.4,197,5.2,3,3.7,14.2,2.9,8.6,79.6,4,54.7,81.2,70.1,89,33.2,4,17,36.3,26.8,40.6,54.7,3,53.3,86.5,46.6,62.9,14,4,7.7,18.2,10,19,28.6,4,18.7,37.4,22.8,35.5,3690,3158,1999-2003
21,201,Robertson,Kentucky,KY,71,7.3,3,6.8,10,4,10.5,-1111.1,-1,0.8,2.3,-1111.1,-1111.1,11.7,3,10.5,16.8,7.7,15.7,5.6,3,4.9,9.4,2.8,8.5,-1111.1,-1,0.6,1.8,-1111.1,-1111.1,32.7,4,27.9,49,26.8,38.5,15.9,3,12.6,27.1,11.3,20.4,-1111.1,-1,4.1,12.2,-1111.1,-1111.1,-1111.1,-1,4.2,11.2,-1111.1,-1111.1,-1111.1,-1,0,19.8,-1111.1,-1111.1,-1111.1,-1,0,5.3,-1111.1,-1111.1,-1111.1,-1,3.1,9.2,-1111.1,-1111.1,-1111.1,-1,0,5.5,-1111.1,-1111.1,-1111.1,-1,21.1,33.1,-1111.1,-1111.1,-1111.1,-1,17.9,25.8,-1111.1,-1111.1,233.9,3,156.9,285.3,182.1,295.8,-1111.1,-1,1,12.5,-1111.1,-1111.1,78.6,4,59.7,82.7,49.7,118.2,-1111.1,-1,23.1,43.3,-1111.1,-1111.1,117.6,4,47.8,79.7,81.8,163.9,-1111.1,-1,9.2,19.2,-1111.1,-1111.1,-1111.1,-1,18.7,34,-1111.1,-1111.1,248,295,1994-2003
21,203,Rockcastle,Kentucky,KY,44,7.9,3,7.1,11.1,6.7,9.1,1.2,3,1,2.4,0.7,1.6,11.7,3,11.4,15.9,10.3,13.2,6.6,4,4.8,8,5.5,7.7,0.6,3,0.6,1.6,0.2,0.9,25.2,3,23.5,49.6,23.3,27.1,14.8,3,13,26.8,13.2,16.4,7.9,3,5.3,12.9,4.3,13.3,7.9,4,5.1,10,4.3,13.3,-1111.1,-1,0,23.3,-1111.1,-1111.1,-1111.1,-1,0,0,-1111.1,-1111.1,5.7,4,2.6,9.1,2.7,10.4,2.3,3,1.4,4.4,0.6,5.8,25.3,3,20.4,31.4,16.1,37.9,24.3,4,16.6,27.4,17.5,32.9,219.7,3,175.5,287.9,197.3,242.1,9.9,4,3.7,11.6,5.6,16,79.8,4,58.6,91.4,66.4,93.1,26.3,3,19.6,36,19.1,35.3,67.2,4,51.6,86.3,54.7,79.6,16.3,4,7.1,18,10.7,23.7,36.6,4,19.3,35.5,27.9,47.2,1973,1747,1994-2003
21,205,Rowan,Kentucky,KY,44,7.1,3,7.1,11.1,6.1,8.2,1.4,3,1,2.4,0.9,1.8,11,3,11.4,15.9,9.8,12.2,3.7,3,4.8,8,2.9,4.4,1.2,4,0.6,1.6,0.7,1.6,26.7,3,23.5,49.6,25,28.4,17.9,3,13,26.8,16.3,19.4,4,3,5.3,12.9,1.8,7.5,4.1,3,5.1,10,1.9,7.8,-1111.1,-1,0,23.3,-1111.1,-1111.1,-1111.1,-1,0,0,-1111.1,-1111.1,3.1,3,2.6,9.1,1.2,6.4,0.9,3,1.4,4.4,0.1,3.2,24,3,20.4,31.4,15.3,35.7,22.8,4,16.6,27.4,16.4,30.9,177.1,3,175.5,287.9,157,197.1,-1111.1,-1,3.7,11.6,-1111.1,-1111.1,77.2,4,58.6,91.4,64.4,89.9,18.5,3,19.6,36,13.1,25.4,82.2,4,51.6,86.3,68.4,96,11.3,3,7.1,18,7.1,16.9,29.1,4,19.3,35.5,21.8,38,2518,1685,1994-2003
21,207,Russell,Kentucky,KY,73,7.7,3,7.1,11.7,6.5,8.9,1.2,3,1.1,2,0.7,1.7,11.8,3,11.2,17.2,10.3,13.2,6.3,4,4.7,8.4,5.2,7.4,0.8,3,0.8,1.7,0.4,1.2,24.8,3,23.9,53.6,22.9,26.8,9.1,3,11.8,20.7,7.8,10.4,5.2,3,5.2,14.4,2.4,9.9,5.3,3,4.9,11.4,2.4,10.1,-1111.1,-1,0,23.4,-1111.1,-1111.1,-1111.1,-1,0,19.5,-1111.1,-1111.1,2.9,3,2.9,10.4,0.9,6.8,2.3,3,1.7,4.4,0.6,5.9,23.6,3,21,34.8,15.2,35,21.2,3,20.5,29,15.3,28.6,213.6,3,167.9,286.3,192.9,234.4,6.5,3,1.9,10.5,3.1,11.9,78.9,4,62.7,84.6,66.6,91.2,24.5,3,19,39,17.4,33.6,70.2,3,53,85.6,58.3,82.1,15.9,4,8.3,18.7,10.3,23.3,33.2,4,15.6,35.2,24.9,43.5,1918,1854,1994-2003
21,209,Scott,Kentucky,KY,28,7.9,4,5.2,9.2,6.8,8.9,1,3,0.9,2.1,0.7,1.4,12,4,8.5,14.4,10.7,13.2,3.9,4,1.7,5.9,3.2,4.7,1.6,4,1,2.6,1.1,2.1,26.9,3,21.2,37.2,25.2,28.6,26.4,4,9.6,21.9,24.7,28.1,6,4,3.4,9,3.4,9.7,6.5,4,3.4,8.9,3.7,10.6,-1111.1,-1,0,40,-1111.1,-1111.1,-1111.1,-1,0,10.9,-1111.1,-1111.1,3.7,3,1.8,5.4,1.8,6.9,2.2,3,1,4,0.8,4.9,35.4,4,18.6,34.6,23.5,51.3,20.3,3,13.2,26.5,13.2,29.9,210.1,4,130.6,233.1,184.4,235.9,-1111.1,-1,1.1,6,-1111.1,-1111.1,72.8,4,37.8,73.8,58.9,89,18.5,3,15.2,27.4,12.5,26.3,71.2,4,47.3,90.2,56.7,88.2,14.6,4,8.5,17.7,9.4,21.7,20.9,3,16.4,32.6,14.2,29.7,2668,1199,1999-2003
21,211,Shelby,Kentucky,KY,28,8.6,4,5.2,9.2,7.5,9.7,1.5,4,0.9,2.1,1,2,14.4,4,8.5,14.4,13,15.8,3.5,3,1.7,5.9,2.8,4.2,2.3,4,1,2.6,1.7,2.8,32.6,4,21.2,37.2,30.7,34.4,13.4,3,9.6,21.9,12,14.7,5.3,3,3.4,9,2.8,9.1,6.2,4,3.4,8.9,3.2,10.9,-1111.1,-1,0,40,-1111.1,-1111.1,-1111.1,-1,0,10.9,-1111.1,-1111.1,2.9,3,1.8,5.4,1.2,5.9,2.5,4,1,4,0.9,5.4,23.3,3,18.6,34.6,14.4,35.7,20.6,3,13.2,26.5,14,29.2,261.3,4,130.6,233.1,235.2,287.5,-1111.1,-1,1.1,6,-1111.1,-1111.1,78.2,4,37.8,73.8,64.3,92.1,26.5,4,15.2,27.4,19.3,35.5,110.4,4,47.3,90.2,93,127.8,7.9,3,8.5,17.7,4.3,13.4,22.6,3,16.4,32.6,15.7,31.5,2441,1430,1999-2003
21,213,Simpson,Kentucky,KY,39,8.3,4,6,8.9,7.2,9.4,1.4,4,0.9,1.6,0.9,1.8,12.8,4,9.5,13.2,11.4,14.2,6.6,4,2.8,6.6,5.6,7.6,1.2,3,0.9,2.1,0.8,1.7,35.6,4,20.5,35.5,33.7,37.6,24,4,8.5,23.6,22.2,25.8,8.9,4,5,9.5,5.3,14,8,4,3.8,9.1,4.3,13.3,-1111.1,-1,0,19.8,-1111.1,-1111.1,-1111.1,-1,0,9.5,-1111.1,-1111.1,5.9,4,2.5,6.6,3.1,10.3,3,4,1.3,3.7,1.1,6.4,31.5,4,18.8,33,21,45.4,20.6,3,15.1,27.3,14.3,28.7,251.1,4,157,251.1,227.3,274.9,-1111.1,-1,1.2,7,-1111.1,-1111.1,71.8,4,40.3,76.9,59,84.5,24.7,3,18.9,37.5,17.6,33.6,72.8,4,48.5,82.9,60,85.5,14.9,4,10,18.5,9.5,22.2,32.5,4,17,29.9,24.4,42.4,2262,1693,1994-2003
21,215,Spencer,Kentucky,KY,39,8.2,4,6,8.9,6.9,9.6,1,3,0.9,1.6,0.5,1.5,12.8,4,9.5,13.2,11.1,14.5,3.5,3,2.8,6.6,2.6,4.4,1.2,3,0.9,2.1,0.6,1.7,21.7,3,20.5,35.5,19.6,23.7,8.1,3,8.5,23.6,6.7,9.4,5,3,5,9.5,2,10.3,5.1,3,3.8,9.1,2.1,10.5,-1111.1,-1,0,19.8,-1111.1,-1111.1,-1111.1,-1,0,9.5,-1111.1,-1111.1,2.8,3,2.5,6.6,0.8,7.3,2.1,3,1.3,3.7,0.4,6.2,19.8,3,18.8,33,9.5,36.6,22.7,4,15.1,27.3,13.5,35.6,230.1,4,157,251.1,197.1,263.1,-1111.1,-1,1.2,7,-1111.1,-1111.1,65.8,4,40.3,76.9,50.3,84.6,32.2,4,18.9,37.5,22.3,44.9,82.6,4,48.5,82.9,63.7,105.4,11.6,3,10,18.5,6.2,19.9,18,3,17,29.9,10.3,29.2,1518,824,1994-2003
21,217,Taylor,Kentucky,KY,41,6.5,3,6.5,10.2,5.6,7.4,1,3,0.8,2.4,0.7,1.4,10.7,3,9.6,16.7,9.5,11.8,5.8,4,3.4,7.7,5,6.7,0.9,3,0.8,1.6,0.5,1.2,27.8,3,23.5,46.8,26.1,29.5,12.5,3,11.1,23.5,11.2,13.7,6.7,3,4.8,12,3.9,10.7,6.7,4,3.3,11.4,3.8,10.8,-1111.1,-1,0,24,-1111.1,-1111.1,-1111.1,-1,0,2.9,-1111.1,-1111.1,3.1,3,2.5,8.2,1.4,6.2,3.5,4,0.8,4.5,1.6,6.7,24.2,3,18,37.6,16.7,34,29.3,4,16.7,31,23,36.7,198.3,3,156.9,251.6,180.9,215.8,5.4,3,1.9,12.3,2.8,9.4,69.7,3,57.7,82.8,59.6,79.8,23.8,3,15.2,38,17.9,30.9,72.4,4,49.4,97.4,61.8,82.9,19.5,4,10.8,20.1,14.2,26.1,30.1,4,18.2,35.4,23.5,38,2799,2458,1994-2003
21,219,Todd,Kentucky,KY,63,7.7,4,6,9.3,6.5,9,1.3,4,0.9,2,0.8,1.8,11.7,3,9.6,14,10.2,13.3,4.1,3,4,6.9,3.2,5.1,2.1,4,0.7,2.2,1.4,2.7,23.1,3,22.5,39.9,21.1,25.1,24.6,4,11,22.4,22.5,26.7,6.5,3,4.3,11.1,3.1,11.9,5.1,3,3.5,10.3,2.1,10.6,-1111.1,-1,0,28.6,-1111.1,-1111.1,-1111.1,-1,0,7.6,-1111.1,-1111.1,3.2,3,2.1,9.5,1.1,7.6,3.2,4,1.1,4.5,1.1,7.6,28.2,4,19.2,34.2,17.1,43.9,25.6,4,16.6,28.2,17.6,36,313,4,168.5,282.9,281.7,344.2,-1111.1,-1,2,8.4,-1111.1,-1111.1,77.4,4,52.4,82.3,62.3,92.6,28.8,3,22,39.2,19.9,40.3,61.4,3,52.7,86,48.4,76.8,11.7,3,9.8,17.3,6.4,19.7,27.2,4,18,31.9,18.7,38.3,1696,1368,1994-2003
21,221,Trigg,Kentucky,KY,63,9.3,4,6,9.3,7.7,10.9,1.5,4,0.9,2,0.8,2.2,13.8,4,9.6,14,11.9,15.6,6.2,4,4,6.9,4.9,7.5,1.1,3,0.7,2.2,0.6,1.7,29.2,4,22.5,39.9,26.7,31.6,19.2,4,11,22.4,17.1,21.4,6.6,3,4.3,11.1,2.8,12.9,4.7,3,3.5,10.3,1.5,11.1,-1111.1,-1,0,28.6,-1111.1,-1111.1,-1111.1,-1,0,7.6,-1111.1,-1111.1,4.1,3,2.1,9.5,1.3,9.6,2.5,3,1.1,4.5,0.5,7.2,35.7,4,19.2,34.2,23.7,51.5,24.1,4,16.6,28.2,16.8,33.3,224.6,4,168.5,282.9,200,249.2,-1111.1,-1,2,8.4,-1111.1,-1111.1,83.8,4,52.4,82.3,69.5,98.1,37.6,4,22,39.2,27.3,50.6,56.6,3,52.7,86,44.9,70.5,11.3,3,9.8,17.3,6.1,19.3,29.5,4,18,31.9,20.7,40.8,1333,1442,1994-2003
21,223,Trimble,Kentucky,KY,41,8.9,4,6.5,10.2,7.2,10.7,1.4,3,0.8,2.4,0.7,2.1,12.4,3,9.6,16.7,10.3,14.4,3.1,3,3.4,7.7,2.1,4.2,1,3,0.8,1.6,0.4,1.6,25,3,23.5,46.8,22.3,27.6,13.9,3,11.1,23.5,11.8,16.1,5.4,3,4.8,12,1.8,12.6,5.6,3,3.3,11.4,1.8,13,-1111.1,-1,0,24,-1111.1,-1111.1,-1111.1,-1,0,2.9,-1111.1,-1111.1,4.3,3,2.5,8.2,1.2,11.1,1.1,3,0.8,4.5,0,6,26.5,3,18,37.6,13.2,47.5,22.4,3,16.7,31,13.1,36,194.5,3,156.9,251.6,162.6,226.5,-1111.1,-1,1.9,12.3,-1111.1,-1111.1,66.1,3,57.7,82.8,49,87.2,21.9,3,15.2,38,12.8,35.2,78.7,4,49.4,97.4,59.6,102,20.8,4,10.8,20.1,11.9,33.9,22.3,3,18.2,35.4,13,35.8,1021,719,1994-2003
21,225,Union,Kentucky,KY,42,9.4,4,5.1,10.3,8.1,10.6,1.5,4,1,2.1,0.9,2,13.8,4,8.7,14.7,12.3,15.4,5.6,3,4.4,9.7,4.6,6.7,0.4,3,0.7,1.8,0.1,0.7,34.1,3,23.1,43.8,32,36.2,18.1,3,14.4,32.6,16.4,19.8,9,4,4.3,11.9,5.2,14.7,8.8,4,3.3,10.3,4.8,14.8,-1111.1,-1,0,22.7,-1111.1,-1111.1,-1111.1,-1,0,11.4,-1111.1,-1111.1,6.2,4,2.4,8.9,3.1,11.1,2.8,4,1.1,4.4,0.9,6.6,25.7,3,18.9,33,16,39,27.6,4,14.5,27,19.9,37.1,273.3,4,151.9,268.3,247.3,299.3,-1111.1,-1,1.7,9.7,-1111.1,-1111.1,89.4,4,33.4,82.1,74.6,104.1,27.5,3,21.5,43.3,19.9,37.1,86.1,4,49,87.9,71.6,100.7,16.1,4,8.5,21.6,10.3,23.8,27.3,3,20.4,38.1,19.7,36.9,1966,1676,1994-2003
21,227,Warren,Kentucky,KY,22,8.4,4,6,10.1,7.7,9,1.5,4,1,1.9,1.2,1.8,14.3,4,9.8,14.4,13.4,15.1,4.5,4,2.2,6.5,4,5,1.5,4,1,2.2,1.2,1.8,32.6,4,23.3,43.3,31.5,33.8,19.2,4,10,23.8,18.2,20.2,6.2,3,5.1,9.7,4.4,8.5,5.6,3,4.7,9.2,3.8,8.1,11.4,3,0,26,4.6,23.5,-1111.1,-1,0,30.3,-1111.1,-1111.1,4.1,3,3.1,6.9,2.7,6.1,2.1,3,1.4,4,1.1,3.5,20.2,3,18.2,29.6,14.8,26.9,22.7,4,15.6,25.1,18.3,27.9,179.5,3,125.4,224.7,166.4,192.7,3,3,1.3,8,1.6,5,74.2,4,48.6,78.8,65.8,82.6,18.1,3,12.7,30.8,14.5,22.5,76.7,4,53,85.5,67.9,85.4,14,4,8.4,15.7,10.7,17.9,24.2,4,17.3,29,19.5,28.9,6295,3893,1999-2003
21,229,Washington,Kentucky,KY,64,6.3,3,6.3,9.3,5,7.6,0.9,3,0.9,1.8,0.4,1.4,11.9,3,10.5,13.4,10.1,13.6,4.7,3,3.9,6.6,3.5,5.8,1.1,3,0.7,1.8,0.6,1.7,27.8,3,21.2,37.5,25.4,30.2,18.9,4,10.6,22.6,16.8,21,5.7,3,4.7,10.8,2.3,11.8,3.8,3,4.2,10.1,1,9.6,-1111.1,-1,0,23.4,-1111.1,-1111.1,-1111.1,-1,0,13,-1111.1,-1111.1,5.7,4,2.3,7.9,2.3,11.8,0,3,0.7,4.1,0,0,22.5,3,17.7,33.9,12.3,37.5,27,4,15.5,28.2,18.7,37.7,165.9,3,160.4,288.5,143.4,188.4,-1111.1,-1,0.8,8.2,-1111.1,-1111.1,63.4,3,55.4,79.8,50.1,79.2,26.7,3,19.5,43.9,17.9,38.4,68.6,4,52.3,83,55,84.6,13,3,9.8,19.9,7.1,21.8,35.3,4,17,35.6,25.5,47.6,1349,1193,1994-2003
